10000 14999
1265 8405 4.7456
1908 7227 80.0424
3766 2187 5.9710
9265 3721 71.9598
9411 5332 4.8922
4822 9343 38.7334
3397 7064 98.7618
5834 5869 3.1122
7306 1494 34.7918
5234 9207 59.6922
9631 6635 5.1616
9802 4344 95.8189
2092 8077 86.9329
1204 6524 30.4061
2813 3684 8.6043
3613 622 9.0696
5010 9729 72.7465
7477 2966 19.6364
7417 8635 36.9491
2372 4369 21.4795
7180 9660 98.0492
3949 8995 50.5869
2782 8234 89.3596
1113 8038 34.3880
6032 8701 40.9866
4903 3102 83.5895
8014 5143 15.2373
9230 7340 18.5374
9077 2361 24.2094
5869 4978 1.9230
182 3704 85.4442
4959 2317 32.1692
1908 5476 26.3946
5779 2462 14.5414
4332 3644 84.3681
956 7446 86.2701
5462 6113 72.2481
667 7828 41.2721
148 1792 56.8912
7806 6869 60.7318
2416 9451 79.0864
6524 8132 17.4555
3704 8039 16.2949
1505 4407 72.4560
1136 4167 82.2260
4812 5246 69.2080
3101 1027 24.9397
8234 8719 77.3433
2580 8727 52.7411
7477 9439 11.4185
8064 9552 74.3632
1633 3329 12.3674
8787 1042 48.6424
9826 6746 31.1590
7340 3006 81.6127
8389 6707 21.6672
9681 6378 59.3848
9903 5334 49.6525
6855 8172 14.2359
7841 3649 82.0388
4967 2686 82.1624
9009 9808 71.4007
855 6638 90.8656
5094 5990 39.6591
755 4038 34.0963
1318 5194 99.5389
9262 3250 18.5072
6423 5707 90.5060
9561 9135 44.8912
856 1935 90.4946
8881 2401 77.9679
9265 1480 24.4578
9532 9625 92.0510
171 1141 72.0472
2301 1227 44.6870
9930 4301 62.7550
6771 6308 6.5127
3704 4011 45.3763
4213 2052 28.8618
5759 3931 40.0093
3643 3019 69.4012
3859 5236 46.5020
8640 8791 12.6237
7075 3466 34.8864
390 2501 6.1002
3859 7199 48.9746
8190 8108 81.2255
3660 2615 98.1611
8592 7800 94.2438
5638 6413 49.5788
168 7975 67.6765
7447 8458 30.8666
4609 118 34.7930
3215 7221 90.6661
2501 2587 84.2027
6793 9410 34.3565
5834 4270 70.6706
7267 566 1.0340
3127 6102 94.0933
182 3572 72.4560
6550 610 18.3806
8880 3664 72.5433
1734 9486 61.0606
6793 121 21.2011
3298 8282 40.4408
3315 4784 65.4405
7006 7551 12.1355
8454 107 90.6064
2966 6487 81.0860
874 4810 5.9380
6606 8651 79.7268
9451 7497 50.2763
4437 6685 86.8914
4792 6348 44.7197
6378 4530 34.0769
4983 9944 96.3600
4983 5446 85.0109
6771 2891 30.5193
4989 8642 32.8323
567 5340 69.4491
2401 7244 89.2192
9029 6334 93.7138
4352 4174 22.3193
4465 9333 92.8948
1449 4785 90.1610
6006 2100 16.8801
8064 8836 55.2945
4930 940 34.1282
5282 9259 90.8894
1318 4592 40.1353
8626 4568 44.7269
6716 7110 47.7376
8366 366 27.5213
8592 6663 72.8039
469 795 3.1975
9532 4614 90.8554
8317 5281 86.3135
3643 5407 16.8197
9660 2472 81.7343
280 9123 48.6854
8423 2382 97.5897
5768 6893 1.0630
6188 2009 50.3318
4117 7620 66.2986
280 7973 15.1413
5305 4503 73.5045
9212 9472 64.9774
1204 3919 58.4159
1348 3830 65.9067
1304 5798 84.7816
5495 7046 18.6959
8317 2557 74.2702
7008 7247 24.9644
5440 4413 13.8408
7193 7094 28.9504
8719 1458 34.0960
1434 2589 90.3183
5432 9718 39.5416
3081 1539 20.6544
6229 9860 34.8492
9029 1190 5.5851
4066 2257 87.7502
874 1623 89.8201
2372 4141 11.1529
4304 2789 89.8568
5183 9037 95.5432
2597 467 74.1951
3365 262 49.0561
4002 9622 58.1075
3794 7513 95.3335
8180 8451 78.6653
7690 8819 59.8422
5798 2750 78.9200
1434 106 80.1447
7340 7697 44.7021
1798 972 74.1957
1623 3796 92.2338
1027 8839 46.9573
383 5736 96.2460
971 5106 18.5092
7477 8226 90.1325
5472 4490 1.6720
4203 6537 3.3394
3246 8127 76.3992
7828 603 30.1331
6537 4742 93.6903
7075 6273 30.2015
2367 2328 73.5617
5779 103 32.0510
9660 479 66.0280
5194 7558 42.3092
2842 2200 83.2262
7306 6988 17.2047
3766 7056 73.2847
1113 2384 25.3132
2778 2689 44.0474
6308 967 65.7517
1285 8726 98.8699
1843 7289 91.2527
307 1239 95.8502
8059 8872 86.7533
7133 2098 50.7632
7860 3505 53.9308
8226 3731 63.8413
9500 3734 18.3605
7884 5898 37.8758
5203 9144 91.1800
5956 8370 97.7010
3487 7166 65.0211
4461 1167 86.2483
5432 916 59.3690
4568 7071 19.6801
6315 7522 32.2785
4400 4405 74.3730
5183 9839 67.3600
6988 4832 83.4943
3931 9998 78.1336
8905 6886 31.0833
6334 8189 78.9641
5476 5604 68.4608
8839 5389 91.4472
8880 998 28.5379
8651 7318 91.0549
9622 8066 15.8747
2782 2016 81.0794
3654 1797 23.5198
998 3510 71.8465
3895 9449 67.9660
610 495 33.3974
6423 5964 79.7500
6229 2006 94.5875
1348 2284 83.9344
9944 5358 90.3887
4705 2972 2.3942
857 2398 47.1013
4967 7519 41.8654
4352 9125 38.5433
5956 3967 79.9498
7620 3092 79.8517
4352 2730 72.4366
9793 6533 26.1199
6716 4054 72.8816
6979 646 11.5611
2214 9467 92.7951
4903 6346 58.9196
5156 3227 35.2500
7886 4753 22.5686
1492 2064 10.3045
2257 3196 69.0731
697 5239 70.0715
8701 8828 77.7377
6352 1915 92.5494
3721 1045 45.4783
8190 1108 88.3730
3808 3525 7.0316
5432 8717 38.5512
7086 9344 91.7433
2059 177 82.0944
4682 9420 79.2741
371 5951 76.3341
4989 6383 44.2924
4966 1218 27.1916
8608 2528 40.8238
998 9895 90.8085
8791 7323 23.4296
8419 7304 7.1715
9230 8618 40.5623
3796 8146 30.0249
729 7655 35.5363
1368 6675 70.3767
2113 6617 79.9749
6246 8054 56.4577
261 8407 38.7595
566 5848 34.7842
5746 1579 91.7475
4711 548 70.4964
7884 6237 1.1663
280 1570 81.1562
8254 8460 97.2441
3887 6897 7.9123
3838 9047 9.1107
2966 6873 2.6208
9077 6821 22.2764
6210 5838 62.0117
3397 7588 32.4487
679 1924 13.9887
7203 5565 92.9655
7736 9367 65.8653
5768 9821 3.2979
6492 8554 81.7981
8414 6376 85.1079
3510 3446 39.6968
1539 9635 9.3973
4581 5552 36.8716
5239 3206 67.6593
9718 6571 52.4478
6707 1110 16.5680
4352 975 32.3152
3020 3163 82.3327
3250 7982 74.1413
9449 2234 21.3367
2970 27 98.2658
8726 8862 25.9445
8905 2751 47.0621
9036 7996 11.6082
4896 9773 10.3622
5358 7204 84.5249
8064 491 65.7990
205 2815 42.9125
7357 2915 95.2012
5407 9483 26.8457
3006 9447 6.9293
2858 3202 44.9450
8751 3039 90.8057
1632 9606 85.5823
5956 5362 62.2621
3246 689 21.0049
8717 8765 79.7114
6280 5015 25.7950
4886 8752 35.2630
2367 4509 3.1993
7973 3221 44.7075
3838 123 68.0127
7193 8 56.6560
8582 917 51.6773
7979 774 43.8919
8943 1542 92.4412
9009 1120 86.0724
4773 9353 80.3262
9991 114 26.0177
6307 1408 54.7085
975 5276 21.6731
8226 2032 91.7929
4772 9675 73.8813
6643 7578 48.6196
2187 3698 12.5837
1754 5758 21.2532
2234 4455 16.2930
3966 4675 96.8563
8341 1762 32.6472
8038 1234 50.2001
5194 5916 28.4050
4711 4712 5.4726
5614 6420 17.5653
2528 8571 88.0523
3635 5369 22.6796
3052 8696 30.8357
6420 8705 70.1661
5838 2129 47.1381
2032 5676 63.8103
1180 8427 16.9075
5506 672 48.8393
8626 2062 57.3613
9447 6172 45.4048
6746 2082 62.6365
6537 1671 34.4696
4413 1985 15.7646
1304 2270 88.3692
4978 9739 77.7285
4407 8356 37.6789
6688 9302 33.2141
7665 1640 6.6100
6425 8805 12.6279
5389 1282 96.3811
5446 7419 48.7579
3654 8200 37.0475
3253 4375 22.5528
3966 9138 61.8614
6448 3502 79.2115
1924 8092 83.8522
3019 1082 74.3501
4465 5075 11.2722
6381 4589 92.1755
4368 7854 38.8507
43 9383 41.8250
7009 6623 71.5646
2401 5748 85.0596
8626 1879 27.4899
2092 74 58.3350
5779 8650 95.9027
8317 8570 34.1203
6688 631 90.6072
5362 7235 18.4073
7437 2042 18.9185
5362 1387 19.2261
7395 7080 59.3457
8366 5879 20.4070
774 8710 71.0614
5644 109 40.8179
5678 6426 69.1150
2501 316 81.8760
1885 4424 35.8145
2815 1903 14.9537
2391 8473 97.4219
8479 4783 33.0950
8189 7631 59.4385
6909 6730 83.7808
3660 6656 79.0054
9922 4750 49.5299
2789 7509 79.5109
262 8046 38.2902
2129 3240 17.9726
4812 5087 81.0305
3397 8053 60.3850
4637 9984 85.0557
8751 3878 50.2068
9207 6569 52.7860
1082 6808 76.0480
1159 1756 69.7831
5281 2437 1.3851
3684 325 93.3131
3221 3444 47.7912
9047 1365 84.5033
1947 938 30.4146
1019 3440 79.9660
326 9145 65.3281
9278 2755 66.4558
6643 7875 15.1173
7841 7276 89.4689
4117 9385 74.3735
8200 5947 25.4688
1121 5568 81.6449
7180 5810 81.6152
5151 4548 96.7562
4263 7412 52.3138
8582 9710 49.6233
7244 1364 9.0592
2476 9746 69.3523
4344 3629 99.8941
3916 7495 64.4890
4457 515 2.7696
1136 94 69.6261
7062 3912 63.2411
9980 8386 68.7294
27 2471 90.5824
1325 5490 65.8199
1356 661 9.6315
6308 3655 4.4187
8571 849 79.0410
6378 7654 19.8931
5746 1083 87.9426
5644 4890 88.6894
5246 3531 37.7067
6474 3005 49.5795
5565 2963 44.4763
6280 9417 64.5007
6006 3724 73.7110
3092 3538 63.8551
1690 8501 21.4407
2501 3045 30.5733
8862 2085 29.0707
6643 9431 3.3615
4380 5135 35.9180
4966 6066 96.0523
2778 1936 32.7521
5869 249 22.5464
8839 5566 99.6060
4822 6864 52.6498
9839 2196 59.2678
1762 4893 17.1794
9606 2846 49.7008
9472 8720 91.3857
917 9211 94.5845
4567 8923 5.9084
2257 3285 52.4923
5362 7560 78.2600
2092 7700 91.2494
319 1889 9.4682
1754 1199 21.3154
2776 3237 71.1877
6988 5950 71.2605
9550 7179 65.3668
8366 6674 56.9629
1449 208 63.0892
465 1008 99.0236
3196 6078 56.7189
1505 1016 40.9932
7338 9026 60.0371
7440 1123 68.4662
1206 2001 20.8016
1915 7549 24.9809
5281 2046 16.6739
1167 9348 29.2805
6307 8598 65.1199
795 1034 73.3810
4772 5262 60.1394
9998 8560 32.5441
483 2945 20.3567
3233 9117 33.9621
774 676 33.8342
6352 6810 76.5207
3663 5481 56.1828
1285 5667 31.3478
4997 2555 37.9140
8642 4188 19.4640
8540 9280 51.1378
5667 8314 56.1714
2240 5434 94.6058
5951 9340 52.7543
118 6026 75.7999
2615 3399 37.4674
7620 271 54.9281
7419 2652 5.9518
3794 9529 77.6098
1204 7044 58.5319
6381 7325 83.6727
7860 4755 15.0894
7044 1023 86.1590
916 9016 19.6007
5075 3825 88.0949
6032 6791 20.2914
9467 6018 73.7692
8746 7486 2.4791
182 5387 13.0588
469 1219 2.9922
3674 6762 50.4171
2991 4662 68.1533
3531 6766 6.1210
9532 9624 54.5050
1920 8397 97.1623
5817 3871 1.9611
971 3376 32.7716
7357 2357 87.4232
8405 1328 63.4190
3698 3190 25.7178
1690 2346 28.8489
4368 577 29.3924
3664 7364 4.5446
2338 7543 92.8193
1083 8008 9.7935
6376 6316 43.7327
326 1426 43.8317
8995 6331 83.2655
2001 5142 8.1269
1936 8437 25.9235
9145 5534 46.8142
1019 1203 88.4652
3440 9040 67.2667
7854 8959 88.4456
1365 4910 99.9106
4400 6355 91.3034
1013 1669 73.6015
8684 6401 83.8335
9739 8162 75.5675
6571 111 79.6583
567 433 66.3619
7044 3336 78.1209
3769 4432 55.9313
6986 7876 28.6827
9895 1055 17.1766
7841 22 75.6244
1798 4338 64.5528
6600 2320 50.6335
1669 7962 78.6836
1889 7411 53.2077
1915 6769 96.2520
109 8873 83.4176
4342 8457 91.7292
8640 9194 87.4269
3572 9667 3.9927
4568 5497 53.4825
7247 9751 82.4138
8705 1209 40.4956
6643 9339 58.1692
4959 9384 20.0845
3345 6418 92.7376
5956 9795 16.9701
6873 8490 61.2282
3931 3447 20.3806
2004 3771 52.2786
8180 7596 83.4442
6018 1222 98.3961
5156 5878 71.2272
2361 8476 50.0912
8592 8120 15.6210
4810 5215 18.2389
6268 8668 3.3132
1136 3090 51.8382
8787 649 58.9103
5834 5089 81.9049
4712 4325 73.3151
326 8238 88.9975
9385 7459 81.6380
8923 4086 23.6858
9274 1407 21.4804
3629 1770 98.6441
1812 2110 83.4945
4989 6912 28.3331
8014 1700 42.6233
8490 26 38.4897
4783 5298 21.4102
5236 2454 9.7173
7495 1164 13.6567
6556 3682 57.9119
8651 8165 69.7328
1408 2607 92.2214
2608 1440 72.1017
4783 7562 68.6895
8460 8968 29.8618
795 2562 62.7951
9036 7307 60.4454
1387 8674 9.2111
3644 8349 54.3050
1016 270 94.4583
190 9243 61.8382
4682 9415 38.3134
4765 198 84.3564
5440 7711 88.7067
5945 7397 94.5311
6719 997 6.6006
697 6708 74.4570
2328 5064 96.6404
8873 4460 48.2926
7725 6164 18.6448
465 9762 89.5892
8349 1954 15.2919
4189 6434 57.7223
5298 8027 83.6019
3572 7074 20.2572
8437 5970 89.4764
111 6572 24.5362
5947 6201 71.3050
2317 6630 26.7024
8857 847 83.8633
7495 6522 47.1004
307 1410 30.2985
8592 2866 42.8460
2462 8841 12.4085
875 6633 50.9029
2773 7937 38.2500
2098 9090 11.4274
3919 3624 30.9963
1265 4502 26.3409
9447 608 60.8094
3102 5470 23.4131
5951 16 83.3581
9984 9993 54.9180
5089 3673 27.2700
7364 3458 88.9707
7557 1984 32.6511
4896 817 70.7812
5142 7195 61.5469
6674 6342 20.5585
3365 962 2.2372
4917 2523 37.1690
1480 1574 90.9766
7548 6565 2.8918
2317 8812 56.8189
4966 1595 64.6318
8923 5223 64.9299
8968 5271 46.6138
7419 7173 80.2992
3178 3079 72.7253
4832 2146 82.7196
4773 7750 35.5346
7551 6604 45.5836
9449 387 32.0157
1055 9961 41.2682
2052 8605 78.9319
2006 650 29.2123
1492 4031 89.3562
6674 6985 28.2950
567 1727 65.4671
8414 2302 8.8370
9125 5699 17.7859
6643 2797 8.5384
1947 2086 50.6721
1013 5224 53.2146
3655 5139 99.5176
6263 206 1.7994
5094 6695 80.9298
572 9022 75.4412
4059 2519 49.0740
9411 2089 62.2401
6355 4372 20.1844
208 546 13.0753
2019 8932 35.0190
5861 6691 55.8319
5075 3739 52.7123
729 4469 48.0146
300 8264 33.1264
4325 5619 78.5522
6413 6310 90.7856
4705 8445 33.0910
9993 5207 51.9618
3644 7667 79.8307
