100 1711
34 19 48.3553
95 7 98.5211
12 64 43.2357
68 59 65.8136
50 81 46.3318
81 11 59.8993
51 80 15.6002
28 27 48.0341
86 23 51.5977
13 15 90.5182
17 10 37.5397
9 70 99.2472
70 75 73.3750
36 59 68.7903
40 89 43.3514
6 63 33.5659
94 91 68.2382
20 40 14.9910
35 82 11.6381
96 1 34.6069
25 70 14.0860
62 72 3.0678
1 30 84.7789
56 6 73.5139
74 33 13.9545
38 69 87.8355
89 88 14.5788
19 36 34.5409
20 90 38.4617
96 43 74.6680
62 86 57.4462
72 99 71.6640
17 2 36.3807
21 38 63.5852
24 53 5.0265
67 65 8.7703
53 94 69.9636
27 54 1.2659
88 3 92.2040
97 7 46.7876
33 31 59.8597
1 23 21.1354
84 19 61.6168
65 45 23.5198
93 38 92.1028
72 68 44.5782
31 66 56.9820
25 62 17.5157
74 81 42.8226
44 77 53.7136
86 77 87.5741
68 19 8.4999
89 99 25.6839
13 51 66.9886
59 70 7.5239
70 1 50.7499
81 98 55.1191
66 4 8.1350
85 94 51.8034
77 17 53.8218
58 93 54.5942
54 8 74.4544
24 19 53.1348
89 46 89.5727
1 90 1.8355
95 25 53.4844
11 31 67.4442
55 47 2.7773
96 34 28.6069
36 95 52.2460
78 2 3.0028
82 14 53.9593
45 88 57.5681
62 10 23.8570
99 40 80.9965
31 94 55.7664
66 72 68.6621
30 18 83.8543
43 32 55.6149
76 64 94.3514
47 72 57.0548
34 74 92.2731
12 59 38.2685
53 22 9.6715
7 53 77.8721
64 37 72.8230
82 58 25.4462
66 26 30.4475
46 7 40.9385
91 76 91.1095
71 17 45.9383
1 46 59.6435
86 1 63.1176
14 48 71.1822
43 17 73.7368
36 73 66.3002
42 43 70.7157
74 24 96.9878
60 31 27.2739
65 55 2.9547
35 52 67.5163
35 47 40.0407
41 26 55.4863
85 93 70.5789
23 15 84.2196
88 94 41.9359
82 63 45.3345
16 20 46.2476
68 58 97.0952
53 66 72.4425
59 52 8.1729
97 74 16.5853
74 12 76.3693
7 65 66.6226
75 53 41.6078
30 38 61.4381
70 67 5.9574
6 45 61.2886
6 46 48.7275
76 34 80.3389
65 70 26.7863
48 49 11.2922
87 7 6.9027
63 83 48.7738
63 8 50.9302
60 98 73.1818
32 96 47.9636
37 90 7.0002
15 72 45.4470
56 52 35.4544
34 24 99.3338
98 11 31.1460
93 31 51.0381
96 0 9.0186
70 15 24.5986
59 64 45.8758
31 89 57.2233
43 90 39.2101
29 39 77.4817
46 74 37.2538
85 87 75.4079
10 11 5.5004
1 73 73.4667
44 68 43.5268
31 45 45.6003
24 4 56.1815
32 25 53.8542
38 3 14.2938
73 28 57.5299
61 97 24.2939
59 31 57.1453
24 71 40.9577
99 13 14.2966
74 87 81.2413
39 86 50.6330
49 83 23.4388
43 18 95.7943
44 42 70.8046
36 89 41.1496
43 41 13.1721
78 26 18.7211
13 27 49.5089
89 12 42.8415
22 29 86.9988
41 91 82.6500
18 60 50.5151
72 16 64.5860
87 56 67.4382
83 61 70.8004
87 47 3.5125
40 77 21.6858
4 97 93.5177
59 97 52.3336
17 59 8.5803
43 56 18.4286
51 73 86.5886
38 79 76.0114
33 88 34.1751
29 96 44.8474
17 94 42.4682
62 61 36.6164
32 9 1.0246
64 2 15.1692
45 10 9.6217
19 76 93.5331
52 50 44.0615
31 37 57.0319
74 62 77.5629
61 67 19.9661
61 63 38.1238
17 54 41.1051
81 49 52.5355
38 57 20.7912
94 64 6.7954
5 78 91.6201
5 92 45.0602
39 6 43.0662
8 64 46.9103
62 73 16.0224
5 9 45.4235
47 67 83.0504
29 21 96.4506
71 7 8.3330
97 18 21.8996
68 46 89.9928
41 18 31.7674
82 95 83.7390
85 25 39.1524
49 10 46.0288
12 11 30.4689
91 16 86.8932
1 98 85.4143
75 74 30.5432
25 78 56.3880
76 26 6.0079
90 34 21.9162
14 32 46.5559
45 30 3.8385
46 67 59.5201
90 41 58.6668
97 84 79.7409
59 39 29.1244
17 24 36.6345
43 99 72.2021
80 70 13.6121
89 0 57.5069
82 18 88.4149
75 95 23.6189
55 12 6.3038
31 92 7.3490
16 67 37.6960
43 59 53.5489
27 2 86.3303
87 99 15.2450
0 76 23.0916
75 68 43.0477
23 35 58.3667
83 69 14.4124
84 57 60.0479
52 82 31.8804
68 62 35.8250
28 50 54.9718
47 1 34.0943
87 34 52.9037
96 89 16.6633
70 49 99.7233
91 46 9.1301
0 45 40.7959
38 42 10.5550
58 74 50.7564
44 40 8.7058
1 63 8.3512
15 82 4.7425
1 40 23.2503
2 40 17.7910
63 0 5.0298
49 97 66.1940
48 13 21.0595
97 47 12.4082
31 90 26.7799
67 15 58.4437
92 69 70.2013
71 92 46.1193
49 73 55.4519
14 27 71.8333
33 6 68.4266
41 8 7.9790
22 37 6.3715
97 29 4.8374
54 18 74.6794
73 9 91.2949
49 74 59.6234
88 2 70.8799
34 11 56.9077
16 69 83.6680
30 46 55.6941
51 5 54.3511
45 64 3.4394
66 20 46.8961
18 12 6.0632
94 51 19.0143
77 27 30.7486
57 2 49.5257
91 28 61.0081
66 62 96.4697
39 75 21.7967
83 72 47.5953
10 50 22.3332
34 69 25.1647
45 68 84.2261
48 23 62.2798
81 12 2.9056
77 88 5.5522
25 19 46.7014
74 32 8.4906
71 43 20.8433
25 38 47.8745
97 87 88.8629
91 64 72.9510
8 94 50.9355
73 11 71.2314
32 34 28.5149
85 38 99.0165
69 13 86.7034
19 65 9.4477
98 71 20.2044
88 31 87.2185
58 89 65.2994
1 38 68.9231
6 66 9.4208
91 53 20.9551
40 6 98.5681
48 10 73.7879
49 31 22.3335
78 99 58.9656
75 67 46.2051
79 66 38.7036
21 27 36.8230
65 30 98.1170
45 53 75.3165
59 9 35.1947
22 72 81.9646
43 40 57.6015
40 21 4.7164
52 87 11.3904
9 29 31.0530
79 21 24.6413
35 13 28.2431
91 22 34.5309
82 84 71.4927
36 68 5.2311
59 51 71.0700
75 52 68.4111
60 32 45.6737
39 52 9.5736
12 38 46.6564
99 61 74.2161
73 96 75.3951
60 2 31.8526
38 53 86.8560
29 13 4.6529
4 57 65.9422
89 3 1.0920
63 96 91.9593
42 97 14.2566
41 55 63.3575
69 46 77.2870
56 88 9.6364
55 63 62.7905
48 73 41.2605
10 43 88.2509
53 43 35.2684
27 9 12.0001
76 32 4.8325
45 57 91.6656
95 51 90.7701
87 64 23.8336
75 61 84.2311
57 22 68.4252
36 29 5.9300
70 0 7.4613
58 71 32.9210
25 51 48.6756
1 27 99.4888
20 73 80.1332
24 42 40.3516
83 77 24.9974
52 44 56.8456
47 93 21.1058
71 63 90.5350
51 31 24.7555
21 31 97.4866
49 24 11.4347
40 18 85.3660
75 87 81.7897
20 88 81.7263
65 62 93.1292
59 25 65.7249
42 98 19.4780
67 76 97.1242
12 9 15.3878
66 52 36.2347
74 51 8.6164
63 30 39.0046
85 48 87.2235
51 53 26.7188
49 63 31.9471
35 99 43.4204
3 39 72.4231
22 6 84.2901
6 79 3.2756
17 32 77.9234
97 17 87.8761
12 52 67.0719
36 14 67.9678
82 65 14.8736
17 51 84.0938
67 37 30.9010
1 97 89.0921
15 79 51.4328
50 21 60.5029
75 55 49.5684
74 83 92.1629
75 12 71.3227
16 32 84.6263
44 74 37.3343
62 36 54.1215
15 46 57.8538
6 62 77.4535
19 44 46.1052
46 81 98.2512
10 2 34.6209
49 36 22.3884
76 13 80.0807
7 96 69.0876
77 64 59.8630
65 52 14.9537
95 85 26.5250
57 77 22.5854
21 41 50.4408
70 54 41.6967
70 68 24.7746
57 26 57.1861
85 60 69.5199
61 78 89.5042
98 86 54.1730
94 69 92.7261
0 24 22.4581
74 57 11.5090
5 68 66.9702
21 73 9.9048
22 59 53.8340
8 34 16.8262
18 65 8.8589
80 69 76.0975
16 95 68.8490
53 33 28.2339
38 71 99.9040
15 24 94.5912
1 89 73.0272
78 1 76.2038
57 24 17.0168
13 54 60.6016
79 23 44.8892
47 98 79.0534
75 83 99.3234
27 51 31.6272
68 21 26.8417
4 29 43.4989
1 72 96.0279
3 46 84.6055
51 64 74.8061
46 17 98.6495
63 79 31.0352
40 38 38.3847
72 85 34.2595
35 90 93.1669
15 12 97.3694
63 77 79.0700
14 1 15.0527
3 47 66.1828
79 30 89.2321
32 29 39.8752
41 32 54.1099
5 37 23.4844
15 80 32.0376
48 59 25.5988
14 78 98.1982
48 80 79.8463
98 29 2.5038
32 1 8.8625
95 62 88.2469
37 16 59.8242
75 6 66.3397
34 45 91.0680
59 83 19.8727
6 54 68.5888
69 39 34.3860
57 28 18.4038
77 14 97.8627
94 44 95.4853
94 5 18.8305
15 36 11.5148
96 87 26.3914
81 7 39.4146
7 70 11.7285
5 23 18.4005
35 86 67.1571
86 88 15.3479
40 12 84.3553
47 90 21.9486
40 83 61.4247
4 72 93.5281
53 65 51.1438
33 54 81.2617
89 44 62.9942
47 80 16.8978
26 49 99.4694
77 32 10.7301
55 50 29.7388
25 8 78.5064
87 40 46.5012
15 37 3.9716
31 76 94.2854
92 63 21.3751
71 60 42.1746
43 21 34.1252
37 19 72.1749
1 39 68.6499
60 39 4.7555
93 10 57.1652
7 85 20.3221
57 31 51.9851
37 56 37.6537
92 57 59.9039
18 94 62.1867
77 29 94.3384
79 12 12.7587
9 23 9.2454
93 79 65.0939
36 33 88.8904
56 5 44.4164
62 54 49.3285
88 61 95.9965
96 76 72.5849
67 35 18.3880
63 84 10.2483
54 99 69.1312
48 67 71.7192
79 99 28.3603
65 71 78.6215
5 14 26.7643
38 10 94.7123
66 56 37.9923
0 16 11.7118
69 55 79.7594
35 65 27.3715
3 16 7.6624
30 7 58.8722
13 71 10.4006
98 46 79.2036
58 59 39.2012
97 10 89.6082
99 31 6.7482
20 58 98.1100
81 38 74.2530
31 75 63.1421
28 63 95.7193
34 57 5.1530
73 85 23.9407
23 82 99.9894
63 32 45.8698
74 7 62.0582
48 45 33.5955
70 37 75.2861
25 18 18.9695
73 5 79.6548
29 72 28.1198
3 53 32.3818
87 30 56.7575
21 4 98.9905
75 60 15.4626
72 67 77.6915
99 85 91.3177
62 53 41.8757
87 45 83.6834
27 86 79.5084
74 99 87.1767
9 38 9.7802
34 50 87.1352
77 52 93.8661
58 36 29.5257
2 6 19.3573
25 82 16.1449
79 7 17.8421
81 54 71.0679
16 80 74.1448
27 29 12.9431
27 32 94.8481
32 40 5.4763
40 46 23.3125
54 31 26.4446
40 23 21.3883
23 97 69.1956
63 68 99.5209
85 6 47.8102
54 59 40.7708
14 58 23.4664
83 31 35.6157
16 36 81.8910
96 78 72.4333
8 48 5.9604
78 60 80.2791
74 70 77.8965
31 23 76.5048
75 59 97.4236
90 9 61.0088
29 43 86.8743
17 29 18.5454
33 95 12.3606
73 26 19.8493
35 54 93.2136
7 11 5.4846
35 41 53.4264
69 12 63.3256
56 17 31.0262
63 56 90.8821
97 41 76.1092
84 89 46.3970
15 16 51.1424
53 42 44.6918
26 94 65.1647
3 36 74.3219
5 33 31.7638
58 47 5.2490
91 49 37.9763
12 6 28.4772
15 57 41.9659
18 8 74.2652
56 50 13.9536
83 44 44.0324
97 25 11.7731
57 69 27.7506
63 33 62.7102
90 96 43.3783
68 7 86.4741
40 10 75.8906
64 14 53.5070
70 52 18.5214
25 90 37.6945
2 71 25.4780
48 75 75.5741
77 0 69.5046
53 58 62.3651
55 51 74.0442
14 20 71.5925
59 16 90.4836
92 15 24.3054
75 54 25.2419
62 13 24.2949
51 86 49.2138
21 26 96.6581
64 26 39.2443
13 25 16.0375
9 8 71.0599
34 2 8.3604
13 46 31.3206
80 33 1.0127
58 86 71.5888
48 40 49.7592
10 13 13.8888
89 30 35.2983
63 76 16.2051
26 31 14.3883
36 2 18.7095
17 75 25.8284
45 79 53.5112
23 12 50.6683
14 21 92.1236
68 94 61.0948
44 91 15.3588
1 53 37.7311
34 70 96.2316
62 39 63.5614
65 12 32.9913
83 14 27.8949
34 23 16.1697
81 42 30.2247
98 68 43.6212
69 44 91.7028
40 68 32.2470
37 41 73.5385
36 67 68.1423
66 57 87.4810
0 55 20.3641
11 74 6.6354
49 30 21.2981
42 45 21.2143
73 0 89.6067
55 99 16.0460
2 21 43.2529
53 79 9.2645
64 57 19.6919
64 3 90.3322
65 73 65.1269
58 98 47.3252
30 40 94.4530
44 17 55.3178
77 33 40.8973
53 35 75.6220
50 61 54.7534
85 15 95.7376
15 93 45.8087
70 90 38.2750
90 24 33.8976
95 13 25.7462
16 28 55.6135
47 20 48.5522
17 35 75.7357
27 12 89.7826
43 25 4.0371
19 15 5.5502
4 87 55.6943
93 48 47.7086
86 40 85.1338
81 3 22.0724
40 78 66.1219
96 31 16.7047
78 86 41.4067
47 44 52.1365
46 50 32.1122
61 12 23.2342
77 36 55.9340
4 74 13.1038
37 71 3.8640
49 96 85.2343
99 66 73.4521
82 16 77.6315
8 19 84.7066
31 22 18.7865
94 90 33.9676
91 32 23.9832
14 99 61.5436
6 31 70.0367
65 81 99.1836
33 85 94.1339
10 37 37.3160
50 37 20.7617
68 71 87.4613
20 29 23.9658
37 91 37.1908
40 50 61.4729
77 15 83.6827
96 81 4.7433
40 74 61.1338
79 68 35.6679
85 37 94.6620
38 7 32.7176
28 12 46.4688
11 90 18.0971
14 69 81.7196
53 23 73.1207
92 7 26.4033
93 74 80.2684
55 73 98.9377
1 9 22.7491
47 28 96.1309
83 7 67.4624
50 88 47.5761
27 61 10.2387
57 86 88.0043
79 80 95.0903
46 88 35.2378
4 61 73.2377
75 41 75.3574
28 14 51.2375
81 6 36.9147
69 17 96.7340
92 28 78.0116
67 58 47.0935
67 20 56.9702
28 31 47.1714
92 97 62.7311
38 24 84.3801
66 11 2.9678
91 27 92.7424
67 30 78.9364
29 79 29.1785
12 54 48.4185
30 25 41.4289
96 83 80.0836
27 49 57.3257
70 93 3.1382
98 16 68.4647
85 30 74.7851
85 96 70.7360
67 98 96.1841
1 81 68.0792
46 23 32.1058
3 62 43.1474
1 58 31.9766
99 53 32.1626
20 78 94.1004
18 2 55.3191
26 89 49.9286
14 55 74.3525
94 10 62.2230
64 66 59.8292
33 32 95.0125
16 41 60.9381
60 59 42.9966
21 58 46.4201
20 69 89.7730
95 86 29.4059
22 63 96.0065
57 96 23.9961
52 7 5.2175
36 12 22.5273
76 23 6.6210
96 53 80.0544
0 74 56.2943
76 92 27.7441
58 75 84.9615
28 66 12.0705
26 44 4.0429
90 21 11.5397
99 76 26.3340
11 37 28.2154
51 32 86.1921
41 74 43.8182
88 15 25.6662
59 76 3.6323
40 91 81.2975
14 76 52.0485
87 62 4.7574
46 64 82.7097
11 27 57.3061
44 86 68.7820
62 43 35.8056
45 49 87.4026
57 30 44.2402
30 91 3.7348
62 79 15.9319
30 68 18.7572
56 45 49.5496
39 37 26.2913
47 10 46.1211
8 35 5.5048
64 86 92.3118
78 45 59.8374
9 0 13.4315
74 67 11.4819
83 71 58.0714
61 92 87.8278
69 45 6.3962
8 22 88.8468
95 98 58.7862
67 91 80.7136
41 85 41.9432
59 61 53.1525
64 41 35.5353
62 0 89.6696
28 45 57.0305
95 74 42.0817
97 54 1.6557
54 83 97.3410
80 99 54.1819
78 53 2.1676
82 13 74.7953
99 17 90.6027
80 88 12.0225
40 76 56.7690
15 50 16.8902
84 72 37.2318
93 78 7.8872
46 57 35.0091
63 67 48.6035
26 6 92.2724
36 20 92.0318
4 81 48.6952
65 17 72.5320
31 3 93.3641
21 66 12.1020
96 30 21.1959
40 13 98.2089
98 21 73.4665
81 97 3.5397
39 44 25.8783
79 75 48.2543
80 1 39.0104
18 52 26.9402
91 17 65.3491
3 1 42.0543
77 79 25.8211
16 99 8.5946
42 54 19.2380
6 8 68.3150
4 82 61.9471
81 90 24.2931
33 78 88.3055
84 67 38.5833
43 27 47.8567
61 86 35.2144
42 74 83.5914
29 34 76.1570
29 82 76.1653
36 38 73.5197
88 39 47.3311
96 84 81.2209
95 4 18.9667
29 78 15.0609
80 41 43.4758
22 42 33.6634
8 0 91.4122
78 13 64.5001
66 47 80.4179
89 85 31.4357
10 84 12.3978
86 43 8.0001
11 5 56.7095
83 41 78.8663
59 15 28.3173
57 71 13.4590
71 12 19.2103
47 89 81.5131
58 28 12.8709
29 38 83.9725
60 70 56.2438
77 80 68.8609
20 71 94.0501
57 13 42.6274
89 11 92.7099
53 54 91.6920
1 87 99.5180
79 1 24.2003
67 14 75.1705
49 37 39.3106
83 84 85.3648
36 35 2.7196
69 73 11.6711
35 22 70.5158
9 85 36.3510
96 72 49.0979
57 35 94.2695
32 6 93.4891
56 27 63.5805
14 17 88.2643
91 15 48.0168
68 89 46.1897
43 34 91.1485
31 58 24.5423
53 77 99.9565
4 96 83.9217
24 79 99.2882
86 92 11.0063
96 70 99.1769
86 67 27.3855
68 92 4.0796
20 31 99.5023
21 56 74.2552
34 54 47.5268
82 73 5.4881
25 20 78.8146
7 67 24.6785
40 29 53.8848
11 96 95.3416
54 60 61.1307
82 55 22.7340
67 87 71.7960
22 47 57.9197
88 58 31.6718
81 26 90.3050
70 89 59.1738
40 37 98.5822
63 11 64.9075
71 30 86.2868
59 4 53.5654
13 45 41.0500
98 38 42.6265
52 19 46.5320
27 74 42.9208
24 77 31.8974
72 52 66.5954
1 6 61.2216
10 98 60.9180
39 42 77.4957
36 9 41.4146
68 22 82.1954
3 52 48.8816
3 78 49.8147
47 54 21.7337
44 23 88.3173
64 11 40.7072
61 26 30.7929
31 62 87.6094
26 56 67.8989
81 47 77.9580
59 45 72.1023
24 31 2.5718
76 90 57.7869
43 46 44.4206
62 38 18.4530
26 45 85.4269
0 65 1.4262
81 86 3.8553
61 19 98.2017
59 14 87.8768
91 12 11.8720
71 8 51.2942
12 47 52.6516
70 72 95.7618
25 54 86.6297
68 32 52.6700
97 45 43.8522
94 76 61.9505
50 91 59.9229
99 84 18.7195
23 2 29.8871
73 77 4.8490
75 21 76.3933
49 61 32.2862
71 49 70.4699
70 22 6.9985
79 70 98.6717
88 18 17.4400
8 96 86.7002
53 52 42.0901
49 52 72.3179
82 88 63.5413
45 81 36.3238
32 20 47.5393
4 30 70.5735
65 28 11.4453
3 40 28.8589
26 27 37.3766
30 23 60.5544
55 38 77.7325
41 33 31.2613
85 70 2.4247
39 13 1.1927
34 93 16.1689
11 19 32.3307
23 91 52.3969
64 18 14.8298
85 29 46.2565
41 9 71.2372
18 78 1.5215
34 7 37.2772
61 8 1.6243
32 88 74.6520
8 2 77.3183
8 14 93.9809
86 55 10.9521
99 94 27.5419
23 45 11.0250
89 54 85.1202
44 75 3.6143
8 74 66.3892
0 75 46.8134
20 80 98.8961
30 97 5.1986
53 85 76.1295
72 87 69.2335
87 3 46.5199
78 42 62.2805
88 66 57.3591
12 95 65.7128
34 28 93.5014
3 54 83.3247
10 58 30.8161
11 16 11.9200
60 41 6.2068
24 59 72.6847
61 35 97.4731
43 15 28.8809
50 73 94.0120
17 53 53.4316
64 30 60.2907
39 98 3.1749
99 38 45.9330
39 22 88.7687
76 25 24.0787
8 85 12.0544
81 51 92.7359
62 67 96.7154
94 25 52.9000
21 65 52.1652
0 21 66.7960
68 23 82.3742
61 48 81.8061
70 98 95.7440
37 73 83.0264
13 5 85.2226
26 95 49.5242
97 68 85.6674
29 92 98.5350
1 55 58.5800
59 44 50.9375
18 23 10.8636
23 36 88.4707
3 2 59.4320
96 9 37.0862
1 13 51.0398
4 2 61.6660
35 83 20.4876
39 11 20.5134
65 11 76.2565
10 44 34.6696
61 76 49.7825
41 89 20.9805
57 23 21.4939
55 56 66.0768
16 58 17.0084
89 71 53.3624
15 22 67.2508
50 2 40.6011
67 89 24.7451
95 77 6.5514
84 21 76.9577
52 29 46.0280
42 23 4.6333
94 52 9.6635
78 79 29.1749
84 42 83.2571
38 17 86.9710
83 28 83.6960
61 71 30.6674
58 22 80.4907
75 40 58.9912
78 41 56.7437
75 7 26.2907
61 94 53.0451
58 11 9.0710
71 78 20.3310
10 35 90.8646
92 96 66.3517
2 63 35.4885
82 87 23.9188
55 37 54.3345
63 57 47.1693
32 38 47.4396
4 17 4.3676
76 74 77.9035
70 92 81.1684
92 26 98.4931
71 82 91.8156
82 41 22.7501
46 51 39.5965
38 84 76.5656
28 97 18.7555
91 59 32.2315
99 50 49.2618
16 86 72.6963
71 18 10.9765
48 88 81.5462
23 89 6.0160
87 49 3.3664
27 52 8.9138
88 24 52.8754
16 56 44.5245
58 95 31.6689
71 79 82.3518
36 61 17.4859
42 31 46.7881
68 35 36.7712
30 36 89.7213
31 87 92.2464
75 3 27.8590
92 1 5.6980
27 59 7.8653
93 9 17.4444
56 51 73.2817
79 92 21.6831
34 14 8.7235
18 35 30.4763
37 75 1.7106
37 38 53.7249
69 67 8.0211
87 46 21.9827
80 10 32.0460
63 86 82.2102
43 95 24.8371
28 10 85.3428
36 92 29.8586
35 76 57.0955
23 37 88.2002
19 12 86.3642
10 4 76.5133
95 28 67.3268
84 13 88.2504
23 6 27.4429
83 0 70.9678
73 75 47.0362
3 48 27.9253
98 85 53.9245
14 43 20.3469
84 0 68.9614
23 39 63.8395
86 99 47.4182
6 86 37.6881
50 94 90.7326
55 19 86.6695
35 44 29.4933
11 25 12.1572
98 18 9.3198
56 71 25.4604
41 47 26.7053
46 45 43.8430
93 87 8.0212
29 68 16.5976
58 8 52.5439
22 46 59.6783
88 69 98.4686
68 85 75.6888
90 22 41.0444
19 75 45.7507
29 91 15.5725
35 14 18.3137
7 90 60.4883
58 26 60.2166
75 63 23.2904
46 29 99.1872
59 95 29.2111
98 17 54.3152
55 33 85.7229
45 73 51.1962
18 95 44.7150
0 64 92.6301
95 21 46.8504
9 49 16.8283
10 63 58.3092
34 80 84.5550
61 87 64.2557
76 55 18.6812
59 41 41.6816
87 35 13.2195
70 61 68.3436
55 95 93.5669
1 69 19.1445
97 64 88.7403
56 38 89.9757
59 78 51.9397
14 18 71.4964
79 57 89.4805
37 13 38.9746
0 88 64.3796
26 48 1.4365
55 84 20.0954
51 35 55.3900
44 93 6.5476
76 33 16.5405
67 83 15.2502
0 68 68.7075
35 66 24.3620
53 89 62.6492
17 19 7.8975
2 30 78.6363
38 92 37.8206
55 94 66.3236
55 17 34.7323
13 20 51.1340
3 82 9.4611
11 53 55.3885
84 76 25.0227
48 30 35.1405
21 63 36.3522
6 10 88.5568
18 79 38.7518
4 84 76.3600
88 57 45.7384
70 84 51.6841
38 49 73.2971
94 15 51.3611
95 76 41.2966
46 14 42.7572
14 12 4.7055
85 65 3.5520
52 14 80.9975
60 69 84.3024
73 67 80.9929
28 93 31.1457
33 96 72.8291
69 31 12.5054
8 7 61.0373
4 64 80.2224
38 66 74.8657
65 78 46.9165
11 22 94.5907
85 83 24.4397
11 32 79.1845
88 72 52.3240
41 22 79.5980
78 94 40.3582
83 94 85.5276
72 79 5.8591
42 21 79.8826
60 88 28.4778
66 22 86.2669
4 6 4.3412
93 16 35.9557
23 94 37.9561
22 96 84.9747
4 38 81.5213
28 69 79.3578
74 5 93.1618
25 92 26.6378
96 67 95.3245
11 49 44.9822
26 8 8.9691
86 0 47.2120
42 17 13.2183
83 73 92.9917
57 21 77.9061
51 58 65.4334
18 55 91.4397
83 9 97.7667
43 49 50.0494
94 70 45.5224
32 22 79.6216
95 84 29.1722
50 6 53.0615
25 87 86.4761
82 97 45.3897
62 60 84.1447
2 35 61.5554
49 17 47.0463
89 43 40.3343
92 43 10.4789
67 52 54.6314
63 16 66.2392
97 86 46.5623
99 95 1.3313
10 91 6.8921
10 87 18.5590
9 94 52.5751
15 97 69.0341
69 32 21.4113
34 99 5.3034
38 28 83.0468
37 27 60.3708
45 86 7.5646
88 55 33.5240
63 74 73.9765
70 82 60.5536
96 17 58.1451
75 71 41.0350
27 22 64.5856
70 30 14.1944
72 78 23.6381
38 19 6.5125
25 73 9.1278
83 34 72.5418
9 48 79.5526
81 88 35.5719
4 98 30.5344
26 72 63.8137
36 28 52.1591
84 68 65.3717
67 71 96.9778
0 93 86.3747
78 51 90.4292
85 52 70.1509
85 91 57.5638
19 54 38.5366
64 28 18.1383
27 6 77.6112
48 27 91.5215
37 8 41.1897
17 20 49.8196
4 99 59.7804
90 17 57.3019
7 26 78.0500
19 62 69.0384
33 26 94.5161
88 37 24.2978
43 70 79.0278
82 86 58.2758
21 76 92.4062
32 36 11.0568
22 67 83.8194
31 86 4.8173
83 68 87.3978
89 34 53.9312
45 55 90.0709
23 71 42.8934
5 2 18.1169
61 93 37.5900
12 21 6.7166
15 14 34.4477
62 44 15.0136
66 13 77.9630
65 25 47.6248
92 12 68.9594
20 7 66.6011
52 32 25.8646
44 61 92.4961
3 84 18.1778
68 51 4.8373
90 14 73.5436
2 22 17.3388
46 11 37.3957
55 91 25.8489
25 26 25.0439
59 69 3.3202
47 49 41.2056
78 70 99.4545
89 8 23.5983
37 3 21.7639
52 98 59.9584
60 27 46.2857
42 94 39.4581
42 75 64.6809
61 68 79.2548
59 18 53.3401
18 92 95.5805
80 39 3.5642
70 31 28.5266
